Name,Age,Date,Team,At,Opp,Result,Game Number,Week,Day,Passing Cmp,Passing Att,Passing Completion Percentage,Passing Yards,Passing TD,Passing Int,Passing Sack,Fantasy Points,Rushing Att,Rushing Yards,Rushing TD,Recv Rec,Recv Yards,Recv TD,Fumb,Extra Points,Extra Points Att
Vonn Bell,22.335,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.J. Bello,23.012,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Bellore,28.184,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrelious Benn,29.065,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bennett,31.361,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bene Benwikere,26.070,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Berger,35.171,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nat Berhe,26.129,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Berry,26.239,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Bethea,33.105,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bethel,27.145,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Biegel,24.133,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Billings,22.251,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie Bishop,27.260,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Bitonio,26.032,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Blackson,24.363,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Blair,24.293,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Blythe,25.149,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Briean Boddy-Calhoun,24.295,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Bodine,25.135,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Boehm,24.082,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Bohanon,27.063,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Bolden,22.222,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Boling,28.187,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garett Bolles,25.169,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devante Bond,24.132,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Boone,30.189,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Bosa,22.124,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Bosher,30.025,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bostic,26.191,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre Boston,25.140,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Bouye,26.088,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Bradberry,24.101,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan Branch,32.318,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Branch,28.122,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyvon Branch,30.333,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Brantley,23.071,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Braunecker,23.278,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashaud Breeland,25.286,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Brendel,25.064,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beau Brinkley,27.291,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Britt,26.164,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tramaine Brock,29.084,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Brockers,26.326,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Bromley,25.168,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmad Brooks,33.243,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrence Brooks,25.255,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentrell Brothers,24.277,2017-11-12,MIN,@,WAS,W 38-30,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Brown,23.332,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blair Brown,23.169,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duane Brown,32.071,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamon Brown,24.242,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jatavis Brown,23.267,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayon Brown,22.259,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Brown,21.310,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Brown,25.016,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Brown,24.213,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Brown,28.020,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deone Bucannon,25.071,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeForest Buckner,23.240,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,24.021,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,27.049,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Burgess,23.248,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artie Burns,22.195,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,24.100,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,25.284,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,24.090,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael Bush,30.184,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermon Bushrod,33.086,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Butler,23.214,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darius Butler,31.239,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Butler,27.255,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vernon Butler,23.152,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Byard,24.087,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Bynes,28.077,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairus Byrd,31.037,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calais Campbell,31.072,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De'Vondre Campbell,24.132,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kameron Canaday,25.084,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Cann,26.040,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cardona,25.210,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Carpenter,28.235,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonte Carroo,23.293,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Carter,29.266,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cethan Carter,24.068,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Carter,28.220,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Carter,23.214,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurrell Casey,27.342,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Casillas,30.162,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Castonzo,29.095,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kam Chancellor,29.220,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taco Charlton,23.005,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Chickillo,24.337,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marqui Christian,23.016,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Chung,30.085,2017-11-12,NWE,@,DEN,W 41-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Church,29.274,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris Claiborne,27.278,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Clark,32.042,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Clark,24.148,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Clark,22.039,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Clarke,26.192,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Clayborn,29.129,2017-11-12,ATL,,DAL,W 27-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmett Cleary,27.199,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Clemens,34.159,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Clemmings,25.359,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha Ha Clinton-Dix,24.326,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jadeveon Clowney,24.271,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Cockrell,26.098,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Colbert,24.037,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Coleman,24.227,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Coleman,29.135,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shon Coleman,25.352,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevon Coley,23.122,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Collins,28.023,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La'el Collins,24.109,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Collins,23.306,2017-11-12,NYG,@,SFO,L 21-31,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maliek Collins,22.218,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Britton Colquitt,32.237,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Colvin,26.041,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Compton,28.054,2017-11-12,WAS,,MIN,L 30-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Conklin,23.087,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Conte,28.262,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Cooper,27.297,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Cooper,27.284,2017-11-12,CHI,,GNB,L 16-23,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Cooper,25.347,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Core,23.209,2017-11-12,CIN,@,TEN,L 20-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Countess,24.096,2017-11-12,LAR,,HOU,W 33-7,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Coyle,27.031,2017-11-12,SFO,,NYG,W 31-21,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrone Crawford,27.355,2017-11-12,DAL,@,ATL,L 7-27,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Crawley,24.277,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Cunningham,22.335,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Cyprien,27.106,2017-11-12,TEN,,CIN,W 24-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darrell Daniels,22.355,2017-11-12,IND,,PIT,L 17-20,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Daniels,28.191,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karlos Dansby,36.006,2017-11-09,ARI,,SEA,L 16-22,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcell Dareus,27.244,2017-11-12,JAX,,LAC,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julie'n Davenport,22.307,2017-11-12,HOU,@,LAR,L 7-33,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavonte David,27.293,2017-11-12,TAM,,NYJ,W 15-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Davis,28.160,2017-11-09,SEA,@,ARI,W 22-16,9,10,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demario Davis,28.305,2017-11-12,NYJ,@,TAM,L 10-15,10,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrad Davis,21.361,2017-11-12,DET,,CLE,W 38-24,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesse Davis,26.059,2017-11-13,MIA,@,CAR,L 21-45,9,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Davis,22.310,2017-11-12,LAC,@,JAX,L 17-20,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Davis,28.261,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Davis,24.020,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Davis,34.236,2017-11-13,CAR,,MIA,W 45-21,10,10,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Davis,25.179,2017-11-12,DEN,,NWE,L 16-41,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Davis,24.131,2017-11-12,GNB,@,CHI,W 23-16,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyeler Davison,25.050,2017-11-12,NOR,@,BUF,W 47-10,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dion Dawkins,23.200,2017-11-12,BUF,,NOR,L 10-47,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Dayes,23.070,2017-11-12,CLE,@,DET,L 24-38,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David DeCastro,27.305,2017-11-12,PIT,@,IND,W 20-17,9,10,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
